image_name,tags
test_23211,haze primary habitation road cultivation slash_burn conventional_mine
test_23212,haze primary road cultivation slash_burn
test_23213,haze road cultivation slash_burn
test_23214,haze primary habitation road cultivation slash_burn
test_23215,haze primary habitation road cultivation slash_burn conventional_mine
test_23216,haze primary habitation road cultivation slash_burn
test_23217,haze primary habitation road cultivation slash_burn
test_23218,haze primary habitation road cultivation slash_burn conventional_mine
test_23219,haze primary road cultivation slash_burn
test_23220,haze primary habitation road cultivation slash_burn
test_23221,haze primary habitation road cultivation slash_burn conventional_mine
test_23222,haze primary habitation road cultivation slash_burn
test_23223,haze primary road cultivation slash_burn
test_23224,haze primary habitation road cultivation slash_burn
test_23225,haze primary habitation road cultivation slash_burn
test_23226,haze primary habitation road cultivation slash_burn conventional_mine
test_23227,haze primary road cultivation slash_burn
test_23228,haze primary habitation road cultivation slash_burn
test_23229,haze primary water road cultivation slash_burn
test_23230,haze primary habitation road cultivation slash_burn conventional_mine
test_23231,haze primary habitation road cultivation slash_burn
test_23232,haze primary habitation road cultivation slash_burn
test_23233,haze primary habitation road cultivation slash_burn conventional_mine
test_23234,haze primary habitation road cultivation slash_burn
test_23235,haze primary habitation road cultivation slash_burn
test_23236,haze primary habitation road cultivation slash_burn conventional_mine
test_23237,haze primary habitation road cultivation slash_burn selective_logging
test_23238,haze primary road cultivation slash_burn selective_logging
test_23239,haze primary water road cultivation slash_burn
test_23240,haze primary habitation road cultivation slash_burn conventional_mine
test_23241,haze primary habitation road cultivation slash_burn
test_23242,haze primary road cultivation slash_burn selective_logging
test_23243,haze primary habitation road cultivation slash_burn conventional_mine
test_23244,haze primary habitation road cultivation slash_burn
test_23245,haze primary habitation road cultivation slash_burn conventional_mine
test_23246,haze primary road cultivation slash_burn
test_23247,haze primary habitation road cultivation slash_burn conventional_mine
test_23248,haze primary habitation road cultivation slash_burn
test_23249,haze primary habitation road cultivation slash_burn
test_23250,haze primary road cultivation slash_burn
test_23251,haze primary habitation road cultivation slash_burn conventional_mine
test_23252,haze primary habitation road cultivation slash_burn
test_23253,haze primary habitation road cultivation slash_burn
test_23254,haze primary habitation road cultivation slash_burn conventional_mine
test_23255,haze primary habitation road cultivation slash_burn
test_23256,haze primary habitation road cultivation slash_burn conventional_mine
test_23257,haze primary habitation road cultivation slash_burn
test_23258,haze primary habitation road cultivation slash_burn
test_23259,haze primary habitation road cultivation slash_burn
test_23260,haze primary habitation road cultivation slash_burn
test_23261,haze primary habitation road cultivation slash_burn conventional_mine
test_23262,haze primary road cultivation slash_burn
test_23263,haze primary habitation road cultivation slash_burn conventional_mine
test_23264,haze primary habitation road cultivation slash_burn conventional_mine
test_23265,haze primary habitation road cultivation slash_burn
test_23266,haze primary habitation road cultivation slash_burn conventional_mine
test_23267,haze primary habitation road cultivation slash_burn
test_23268,haze primary habitation road cultivation slash_burn
test_23269,haze primary habitation road cultivation slash_burn conventional_mine
test_23270,haze primary habitation cultivation slash_burn conventional_mine
test_23271,haze primary habitation road cultivation slash_burn
test_23272,haze primary habitation road cultivation slash_burn
test_23273,haze primary habitation road cultivation slash_burn conventional_mine
test_23274,haze primary habitation road cultivation slash_burn
test_23275,haze primary habitation road cultivation slash_burn
test_23276,haze primary habitation road cultivation conventional_mine blooming
test_23277,haze primary habitation road cultivation slash_burn conventional_mine
test_23278,haze primary habitation road cultivation slash_burn
test_23279,haze primary habitation road cultivation slash_burn
test_23280,haze primary habitation road cultivation slash_burn
test_23281,haze primary habitation road cultivation slash_burn conventional_mine
test_23282,haze primary habitation road cultivation slash_burn conventional_mine
test_23283,haze primary habitation road cultivation slash_burn conventional_mine
test_23284,haze primary habitation road cultivation slash_burn conventional_mine
test_23285,haze primary habitation road cultivation slash_burn conventional_mine
test_23286,haze primary habitation road cultivation slash_burn
test_23287,haze primary habitation road cultivation slash_burn
test_23288,haze primary habitation road cultivation slash_burn conventional_mine
test_23289,haze primary habitation road cultivation slash_burn
test_23290,haze primary habitation road cultivation slash_burn
test_23291,haze primary habitation road cultivation slash_burn conventional_mine
test_23292,haze primary habitation road cultivation slash_burn
test_23293,haze primary habitation road cultivation slash_burn
test_23294,haze primary habitation road cultivation slash_burn conventional_mine
test_23295,haze primary habitation road cultivation slash_burn
test_23296,haze primary road cultivation slash_burn selective_logging
test_23297,haze primary habitation road cultivation slash_burn conventional_mine
test_23298,haze primary habitation road cultivation slash_burn
test_23299,haze primary habitation road cultivation slash_burn
test_23300,haze primary habitation road cultivation slash_burn
test_23301,haze primary habitation road cultivation slash_burn
test_23302,haze primary habitation road cultivation slash_burn
test_23303,haze primary habitation road cultivation slash_burn
test_23304,haze primary habitation road cultivation slash_burn conventional_mine
test_23305,haze primary habitation road cultivation slash_burn
test_23306,haze primary road cultivation slash_burn
test_23307,haze primary road cultivation slash_burn
test_23308,haze primary habitation road cultivation slash_burn
test_23309,haze primary habitation road cultivation slash_burn
test_23310,haze primary habitation road cultivation slash_burn
test_23311,haze primary habitation road cultivation slash_burn
test_23312,haze primary habitation road cultivation slash_burn
test_23313,haze primary habitation road cultivation slash_burn
test_23314,haze primary habitation road cultivation slash_burn conventional_mine
test_23315,haze primary habitation road cultivation slash_burn conventional_mine
test_23316,haze primary habitation road cultivation slash_burn
test_23317,haze primary habitation road cultivation slash_burn conventional_mine selective_logging
test_23318,haze primary habitation road cultivation slash_burn
test_23319,haze primary habitation road cultivation slash_burn
test_23320,haze primary habitation road cultivation slash_burn
test_23321,haze primary habitation road cultivation slash_burn
test_23322,haze primary habitation road cultivation slash_burn
test_23323,haze primary habitation road cultivation slash_burn
test_23324,haze primary habitation road cultivation slash_burn conventional_mine
test_23325,haze primary habitation road cultivation slash_burn
test_23326,haze primary habitation road cultivation slash_burn
test_23327,haze primary habitation road cultivation slash_burn conventional_mine
test_23328,haze primary habitation road cultivation slash_burn conventional_mine
test_23329,haze primary habitation road cultivation slash_burn conventional_mine
test_23330,haze primary road cultivation slash_burn
test_23331,haze primary road cultivation slash_burn conventional_mine selective_logging
test_23332,haze primary habitation road cultivation slash_burn conventional_mine
test_23333,haze primary habitation road cultivation slash_burn
test_23334,haze primary habitation road cultivation slash_burn
test_23335,haze primary road cultivation slash_burn
test_23336,haze primary habitation road cultivation slash_burn conventional_mine
test_23337,haze primary habitation road cultivation slash_burn conventional_mine
test_23338,haze primary habitation road cultivation slash_burn conventional_mine
test_23339,haze primary habitation road cultivation slash_burn conventional_mine
test_23340,haze primary habitation road cultivation slash_burn conventional_mine
test_23341,haze primary habitation road cultivation slash_burn conventional_mine
test_23342,haze habitation road cultivation slash_burn conventional_mine
test_23343,haze primary habitation road cultivation slash_burn
test_23344,haze primary habitation road cultivation slash_burn
test_23345,haze primary road cultivation slash_burn
test_23346,haze primary habitation road cultivation slash_burn
test_23347,haze primary water road cultivation slash_burn blooming selective_logging
test_23348,haze primary habitation road cultivation slash_burn conventional_mine
test_23349,haze primary road cultivation slash_burn conventional_mine
test_23350,haze primary habitation road cultivation slash_burn conventional_mine
test_23351,haze primary habitation road cultivation slash_burn conventional_mine
test_23352,haze primary habitation road cultivation slash_burn
test_23353,haze primary road cultivation slash_burn conventional_mine
test_23354,haze primary habitation road cultivation slash_burn conventional_mine
test_23355,haze primary habitation road cultivation slash_burn
test_23356,haze primary habitation road cultivation slash_burn
test_23357,haze primary habitation road cultivation slash_burn
test_23358,haze primary habitation road cultivation slash_burn
test_23359,haze primary habitation road cultivation slash_burn
test_23360,haze primary habitation road cultivation slash_burn
test_23361,haze primary habitation road cultivation slash_burn selective_logging
test_23362,haze primary habitation road cultivation slash_burn
test_23363,haze primary habitation road cultivation slash_burn conventional_mine
test_23364,haze primary water habitation road cultivation slash_burn selective_logging
test_23365,haze primary habitation road cultivation slash_burn conventional_mine
test_23366,haze primary habitation road cultivation slash_burn conventional_mine
test_23367,haze primary habitation road cultivation slash_burn conventional_mine
test_23368,haze primary habitation road cultivation slash_burn conventional_mine
test_23369,haze primary habitation road cultivation slash_burn conventional_mine
test_23370,haze primary habitation road cultivation slash_burn
test_23371,haze primary habitation road cultivation slash_burn
test_23372,haze primary habitation road cultivation slash_burn conventional_mine
test_23373,haze primary habitation road cultivation slash_burn conventional_mine
test_23374,haze primary habitation road cultivation slash_burn conventional_mine
test_23375,haze primary road cultivation slash_burn
test_23376,haze primary habitation road cultivation slash_burn conventional_mine
test_23377,haze primary habitation road cultivation slash_burn conventional_mine
test_23378,haze primary habitation road cultivation slash_burn
test_23379,haze primary habitation road cultivation slash_burn
test_23380,haze primary habitation road cultivation slash_burn conventional_mine
test_23381,haze primary habitation road cultivation slash_burn
test_23382,haze primary habitation road cultivation slash_burn conventional_mine
test_23383,haze primary habitation road cultivation slash_burn conventional_mine
test_23384,haze primary habitation road cultivation slash_burn
test_23385,haze primary habitation road cultivation slash_burn conventional_mine
test_23386,haze primary habitation road cultivation slash_burn
test_23387,haze primary habitation road cultivation slash_burn
test_23388,haze primary habitation road cultivation slash_burn
test_23389,haze primary habitation road cultivation slash_burn conventional_mine
test_23390,haze primary habitation road cultivation slash_burn
test_23391,haze primary road cultivation slash_burn
test_23392,haze primary habitation road cultivation slash_burn conventional_mine
test_23393,haze primary habitation road cultivation slash_burn conventional_mine
test_23394,haze primary habitation road cultivation slash_burn conventional_mine
test_23395,haze primary habitation road cultivation slash_burn
test_23396,haze primary habitation road cultivation slash_burn conventional_mine
test_23397,haze primary road cultivation slash_burn
test_23398,haze primary habitation road cultivation conventional_mine
test_23399,haze primary habitation road cultivation slash_burn
test_23400,haze primary habitation road cultivation slash_burn conventional_mine
test_23401,haze primary habitation road cultivation slash_burn
test_23402,haze primary habitation road cultivation slash_burn
test_23403,haze primary habitation road cultivation slash_burn selective_logging
test_23404,haze primary habitation road cultivation slash_burn
test_23405,haze primary habitation road cultivation slash_burn conventional_mine
test_23406,haze primary habitation road cultivation slash_burn conventional_mine
test_23407,haze primary habitation road cultivation slash_burn
test_23408,haze primary habitation road cultivation slash_burn
test_23409,haze primary habitation road cultivation slash_burn conventional_mine
test_23410,haze primary habitation road cultivation slash_burn
test_23411,haze primary habitation road cultivation slash_burn conventional_mine
test_23412,haze primary habitation road cultivation slash_burn
test_23413,haze primary habitation road cultivation slash_burn
test_23414,haze primary habitation road cultivation slash_burn
test_23415,haze primary habitation road cultivation slash_burn
test_23416,haze primary habitation road cultivation slash_burn
test_23417,haze primary habitation road cultivation slash_burn conventional_mine
test_23418,haze primary habitation road cultivation slash_burn
test_23419,haze primary habitation road cultivation slash_burn conventional_mine
test_23420,haze primary habitation road cultivation slash_burn
test_23421,haze primary habitation road cultivation slash_burn conventional_mine
test_23422,haze habitation road cultivation slash_burn
test_23423,haze primary road cultivation slash_burn conventional_mine
test_23424,haze primary habitation road cultivation slash_burn
test_23425,haze habitation road cultivation slash_burn
test_23426,haze primary habitation road cultivation slash_burn conventional_mine
test_23427,haze primary road cultivation slash_burn selective_logging
test_23428,haze primary road cultivation slash_burn
test_23429,haze primary habitation road cultivation slash_burn conventional_mine
test_23430,haze primary habitation road cultivation slash_burn
test_23431,haze primary habitation road cultivation slash_burn
test_23432,haze primary habitation road cultivation slash_burn
test_23433,haze primary habitation road cultivation slash_burn
test_23434,haze primary habitation road cultivation slash_burn conventional_mine
test_23435,haze primary habitation road cultivation slash_burn
test_23436,haze primary habitation road cultivation slash_burn conventional_mine
test_23437,haze primary habitation road cultivation slash_burn conventional_mine
test_23438,haze primary habitation road cultivation slash_burn
test_23439,haze primary road cultivation slash_burn
test_23440,haze primary habitation road cultivation slash_burn conventional_mine
test_23441,haze primary habitation road cultivation slash_burn
test_23442,haze primary habitation road cultivation slash_burn
test_23443,haze primary habitation road cultivation slash_burn conventional_mine
test_23444,haze primary habitation road cultivation slash_burn conventional_mine
test_23445,haze primary habitation road cultivation slash_burn
test_23446,haze primary habitation road cultivation slash_burn
test_23447,haze primary habitation road cultivation slash_burn
test_23448,haze primary habitation road cultivation slash_burn conventional_mine
test_23449,haze primary habitation road cultivation slash_burn conventional_mine
test_23450,haze primary habitation road cultivation slash_burn blooming selective_logging
test_23451,haze primary habitation road cultivation slash_burn
test_23452,haze primary habitation road cultivation slash_burn
test_23453,haze primary habitation road cultivation slash_burn
test_23454,haze primary habitation road cultivation slash_burn
test_23455,haze primary habitation road cultivation slash_burn
test_23456,haze primary habitation road cultivation slash_burn conventional_mine selective_logging
test_23457,haze primary habitation road cultivation slash_burn
test_23458,haze primary habitation road cultivation slash_burn conventional_mine
test_23459,haze primary habitation road cultivation slash_burn
test_23460,haze primary road cultivation slash_burn
test_23461,haze primary road cultivation slash_burn
test_23462,haze primary habitation road cultivation slash_burn
test_23463,haze primary habitation road cultivation slash_burn conventional_mine
test_23464,haze primary habitation road cultivation slash_burn conventional_mine
test_23465,haze primary habitation road cultivation slash_burn conventional_mine
test_23466,haze primary habitation road cultivation slash_burn conventional_mine
test_23467,haze primary habitation road cultivation slash_burn
test_23468,haze primary road cultivation slash_burn
test_23469,haze primary habitation road cultivation slash_burn conventional_mine
test_23470,haze primary habitation road cultivation slash_burn
test_23471,haze primary habitation road cultivation slash_burn conventional_mine
test_23472,haze primary road cultivation slash_burn
test_23473,haze primary habitation road cultivation slash_burn
test_23474,haze primary water road cultivation slash_burn blooming selective_logging
test_23475,haze primary habitation road cultivation slash_burn
test_23476,haze primary road cultivation slash_burn conventional_mine
test_23477,haze primary habitation road cultivation slash_burn conventional_mine
test_23478,haze primary habitation road cultivation slash_burn conventional_mine blooming
test_23479,haze primary habitation road cultivation slash_burn conventional_mine
test_23480,haze primary habitation road cultivation slash_burn conventional_mine
test_23481,haze primary habitation road cultivation slash_burn
test_23482,haze primary habitation road cultivation slash_burn conventional_mine
test_23483,haze primary water road cultivation slash_burn
test_23484,haze primary habitation road cultivation slash_burn
test_23485,haze primary habitation road cultivation slash_burn
test_23486,haze primary habitation road cultivation slash_burn conventional_mine
test_23487,haze primary habitation road cultivation slash_burn
test_23488,haze primary habitation road cultivation slash_burn
test_23489,haze primary habitation road cultivation slash_burn conventional_mine
test_23490,haze primary habitation road cultivation slash_burn conventional_mine
test_23491,haze primary habitation road cultivation slash_burn
test_23492,haze primary habitation road cultivation slash_burn conventional_mine blooming
test_23493,haze primary habitation road cultivation slash_burn conventional_mine
test_23494,haze primary habitation road cultivation slash_burn selective_logging
test_23495,haze primary habitation road cultivation slash_burn conventional_mine
test_23496,haze primary habitation road cultivation slash_burn
test_23497,haze primary habitation road cultivation slash_burn
test_23498,haze primary habitation road cultivation slash_burn
test_23499,haze primary habitation road cultivation slash_burn
test_23500,haze primary habitation road cultivation slash_burn
test_23501,haze primary habitation road cultivation slash_burn
test_23502,haze primary habitation road cultivation slash_burn conventional_mine
test_23503,haze primary habitation road cultivation slash_burn conventional_mine
test_23504,haze primary habitation road cultivation slash_burn
test_23505,haze primary habitation road cultivation slash_burn
test_23506,haze primary habitation road cultivation slash_burn conventional_mine
test_23507,haze primary habitation road cultivation slash_burn conventional_mine
test_23508,haze primary habitation road cultivation slash_burn
test_23509,haze primary habitation road cultivation slash_burn
test_23510,haze primary habitation road cultivation slash_burn
test_23511,haze primary habitation road cultivation slash_burn
test_23512,haze primary habitation road cultivation slash_burn conventional_mine
test_23513,haze primary habitation road cultivation slash_burn
test_23514,haze primary habitation road cultivation slash_burn conventional_mine
test_23515,haze primary habitation road cultivation slash_burn
test_23516,haze primary habitation road cultivation slash_burn conventional_mine
test_23517,haze primary habitation road cultivation slash_burn conventional_mine
test_23518,haze primary habitation road cultivation slash_burn conventional_mine
test_23519,haze primary habitation road cultivation slash_burn
test_23520,haze primary habitation road cultivation slash_burn conventional_mine
test_23521,haze primary habitation road cultivation slash_burn conventional_mine
test_23522,haze primary habitation road cultivation slash_burn
test_23523,haze primary habitation road cultivation slash_burn conventional_mine
test_23524,haze primary habitation road cultivation slash_burn conventional_mine
test_23525,haze primary habitation road cultivation slash_burn selective_logging
test_23526,haze primary habitation road cultivation slash_burn conventional_mine
test_23527,haze primary habitation road cultivation slash_burn
test_23528,haze primary road cultivation slash_burn
test_23529,haze primary habitation road cultivation slash_burn
test_23530,haze primary habitation road cultivation slash_burn
test_23531,haze primary habitation road cultivation slash_burn conventional_mine
test_23532,haze primary agriculture road cultivation slash_burn blooming
test_23533,haze primary road cultivation slash_burn
test_23534,haze primary habitation road cultivation slash_burn
test_23535,haze primary habitation road cultivation slash_burn
test_23536,haze primary habitation road cultivation slash_burn
test_23537,haze primary habitation road cultivation slash_burn conventional_mine
test_23538,haze primary habitation road cultivation slash_burn conventional_mine
test_23539,haze primary habitation road cultivation slash_burn conventional_mine
test_23540,haze primary habitation road cultivation slash_burn
test_23541,haze primary habitation road cultivation slash_burn conventional_mine
test_23542,haze primary habitation road cultivation slash_burn conventional_mine
test_23543,haze primary habitation road cultivation slash_burn conventional_mine
test_23544,haze primary habitation road cultivation slash_burn
test_23545,haze primary habitation road cultivation slash_burn
test_23546,haze primary habitation road cultivation slash_burn conventional_mine
test_23547,haze primary habitation road cultivation slash_burn conventional_mine
test_23548,haze primary habitation road cultivation slash_burn
test_23549,haze primary habitation road cultivation slash_burn
test_23550,haze primary habitation road cultivation slash_burn
test_23551,haze primary habitation road cultivation slash_burn
test_23552,haze primary habitation road cultivation slash_burn conventional_mine
test_23553,haze primary habitation road cultivation slash_burn conventional_mine
test_23554,haze primary habitation road cultivation slash_burn conventional_mine selective_logging
test_23555,haze primary habitation road cultivation slash_burn conventional_mine
test_23556,haze primary habitation road cultivation slash_burn conventional_mine
test_23557,haze primary habitation road cultivation slash_burn
test_23558,haze primary habitation road cultivation slash_burn
test_23559,haze primary habitation road cultivation slash_burn
test_23560,haze primary habitation road cultivation slash_burn
test_23561,haze primary habitation road cultivation slash_burn conventional_mine
test_23562,haze primary habitation road cultivation slash_burn conventional_mine
test_23563,haze primary road cultivation slash_burn
test_23564,haze primary habitation road cultivation slash_burn
test_23565,haze primary habitation road cultivation slash_burn
test_23566,haze primary road cultivation slash_burn
test_23567,haze primary habitation road cultivation slash_burn
test_23568,haze primary habitation road cultivation slash_burn conventional_mine
test_23569,haze primary habitation road cultivation slash_burn
test_23570,haze primary habitation road cultivation slash_burn
test_23571,haze primary habitation road cultivation slash_burn conventional_mine
test_23572,haze primary habitation road cultivation slash_burn conventional_mine
test_23573,haze primary habitation road cultivation slash_burn conventional_mine
test_23574,haze primary road cultivation slash_burn
test_23575,haze primary habitation road cultivation slash_burn
test_23576,haze primary habitation road cultivation slash_burn
test_23577,haze primary habitation road cultivation slash_burn
test_23578,haze primary habitation road cultivation slash_burn
test_23579,haze primary habitation road cultivation slash_burn
test_23580,haze primary habitation road cultivation slash_burn
test_23581,haze primary road cultivation slash_burn
test_23582,haze primary habitation road cultivation slash_burn
test_23583,haze primary habitation road cultivation slash_burn conventional_mine
test_23584,haze primary habitation road cultivation slash_burn conventional_mine
test_23585,haze primary road cultivation slash_burn conventional_mine
test_23586,haze primary road cultivation slash_burn
test_23587,haze primary habitation road cultivation slash_burn
test_23588,haze primary habitation road cultivation slash_burn
test_23589,haze primary road cultivation slash_burn
test_23590,haze primary habitation road cultivation slash_burn
test_23591,haze primary habitation road cultivation slash_burn
test_23592,haze primary habitation road cultivation slash_burn
test_23593,haze primary habitation road cultivation slash_burn conventional_mine
test_23594,haze primary habitation road cultivation slash_burn
test_23595,haze primary habitation road cultivation slash_burn conventional_mine
test_23596,haze primary habitation road cultivation slash_burn conventional_mine
test_23597,haze primary road cultivation slash_burn
test_23598,haze primary habitation road cultivation slash_burn
test_23599,haze primary habitation road cultivation slash_burn
test_23600,haze primary habitation road cultivation slash_burn conventional_mine
test_23601,haze primary habitation road cultivation slash_burn
test_23602,haze primary habitation road cultivation slash_burn
test_23603,haze primary habitation road cultivation slash_burn
test_23604,haze primary habitation road cultivation slash_burn
test_23605,haze primary habitation road cultivation slash_burn
test_23606,haze primary habitation road cultivation slash_burn conventional_mine
test_23607,haze primary habitation road cultivation slash_burn
test_23608,haze primary habitation road cultivation slash_burn
test_23609,haze primary habitation road cultivation slash_burn
test_23610,haze primary habitation road cultivation slash_burn
test_23611,haze primary habitation road cultivation slash_burn conventional_mine
test_23612,haze primary habitation road cultivation slash_burn
test_23613,haze primary habitation road cultivation slash_burn
test_23614,haze primary habitation road cultivation slash_burn
test_23615,haze primary habitation road cultivation slash_burn
test_23616,haze primary habitation road cultivation slash_burn
test_23617,haze primary habitation road cultivation slash_burn conventional_mine
test_23618,haze primary habitation road cultivation slash_burn conventional_mine
test_23619,haze primary habitation road cultivation slash_burn
test_23620,haze primary road cultivation slash_burn
test_23621,haze primary habitation road cultivation slash_burn conventional_mine
test_23622,haze primary habitation road cultivation slash_burn
test_23623,haze primary road cultivation slash_burn conventional_mine
test_23624,haze primary water road cultivation slash_burn selective_logging
test_23625,haze primary habitation road cultivation slash_burn
test_23626,haze primary habitation road cultivation slash_burn conventional_mine
test_23627,haze habitation road cultivation slash_burn conventional_mine
test_23628,haze primary habitation road cultivation slash_burn
test_23629,haze primary road cultivation slash_burn
test_23630,haze primary habitation road cultivation slash_burn
test_23631,haze primary habitation road cultivation slash_burn conventional_mine
test_23632,haze primary habitation road cultivation slash_burn
test_23633,haze primary habitation road cultivation slash_burn
test_23634,haze primary habitation road cultivation slash_burn
test_23635,haze primary habitation road cultivation slash_burn conventional_mine
test_23636,haze primary habitation road cultivation slash_burn
test_23637,haze primary road cultivation slash_burn
test_23638,haze primary habitation road cultivation slash_burn
test_23639,haze primary habitation road cultivation slash_burn
test_23640,haze primary habitation road cultivation slash_burn
test_23641,haze primary habitation road cultivation slash_burn
test_23642,haze primary habitation road cultivation slash_burn
test_23643,haze primary habitation road cultivation slash_burn
test_23644,haze primary habitation road cultivation slash_burn
test_23645,haze primary road cultivation slash_burn
test_23646,haze primary habitation road cultivation slash_burn
test_23647,haze primary habitation road cultivation slash_burn conventional_mine
test_23648,haze primary habitation road cultivation slash_burn conventional_mine
test_23649,haze primary habitation road cultivation slash_burn
test_23650,haze primary habitation road cultivation slash_burn
test_23651,haze primary habitation road cultivation slash_burn
test_23652,haze primary habitation road cultivation slash_burn
test_23653,haze habitation road cultivation slash_burn conventional_mine
test_23654,haze primary habitation road cultivation slash_burn conventional_mine
test_23655,haze primary cultivation slash_burn conventional_mine
test_23656,haze primary habitation road cultivation slash_burn conventional_mine
test_23657,haze primary habitation road cultivation slash_burn
test_23658,haze primary habitation road cultivation slash_burn
test_23659,haze primary habitation road cultivation slash_burn
test_23660,haze primary water habitation road cultivation slash_burn
test_23661,haze primary habitation road cultivation slash_burn conventional_mine
test_23662,haze primary habitation road cultivation slash_burn conventional_mine
test_23663,haze primary habitation road cultivation slash_burn
test_23664,haze primary habitation road cultivation slash_burn
test_23665,haze primary habitation road cultivation slash_burn
test_23666,haze primary habitation road cultivation slash_burn conventional_mine
test_23667,haze primary habitation road cultivation slash_burn
test_23668,haze primary habitation road cultivation slash_burn conventional_mine
test_23669,haze primary habitation road cultivation slash_burn
test_23670,haze primary habitation road cultivation slash_burn
test_23671,haze primary habitation road cultivation slash_burn conventional_mine
test_23672,haze primary habitation road cultivation slash_burn
test_23673,haze primary habitation road cultivation slash_burn conventional_mine
test_23674,haze primary habitation road cultivation slash_burn conventional_mine
test_23675,haze primary road cultivation slash_burn conventional_mine
test_23676,haze primary habitation road cultivation slash_burn conventional_mine
test_23677,haze primary habitation road cultivation slash_burn
test_23678,haze primary habitation road cultivation slash_burn
test_23679,haze primary habitation road cultivation slash_burn
test_23680,haze primary habitation road cultivation slash_burn
test_23681,haze primary habitation road cultivation slash_burn
test_23682,haze primary habitation road cultivation slash_burn blooming
test_23683,haze primary habitation road cultivation slash_burn
test_23684,haze primary habitation road cultivation slash_burn
test_23685,haze primary road cultivation slash_burn
test_23686,haze primary habitation road cultivation slash_burn
test_23687,haze primary habitation road cultivation slash_burn conventional_mine
test_23688,haze primary habitation road cultivation slash_burn
test_23689,haze primary habitation road cultivation slash_burn
test_23690,haze primary habitation road cultivation slash_burn
test_23691,haze primary habitation road cultivation slash_burn
test_23692,haze primary road cultivation slash_burn
test_23693,haze primary habitation road cultivation slash_burn conventional_mine
test_23694,haze primary habitation road cultivation slash_burn
test_23695,haze primary habitation road cultivation slash_burn conventional_mine
test_23696,haze primary habitation road cultivation slash_burn
test_23697,haze primary habitation road cultivation slash_burn
test_23698,haze primary habitation road cultivation slash_burn conventional_mine
test_23699,haze primary road cultivation slash_burn conventional_mine selective_logging
test_23700,haze primary habitation road cultivation slash_burn
test_23701,haze primary habitation road cultivation slash_burn
test_23702,haze primary habitation road cultivation slash_burn
test_23703,haze primary habitation road cultivation slash_burn conventional_mine
test_23704,haze primary habitation road cultivation slash_burn
test_23705,haze primary habitation road cultivation slash_burn
test_23706,haze primary habitation road cultivation slash_burn
test_23707,haze primary habitation road cultivation slash_burn conventional_mine
test_23708,haze primary habitation road cultivation slash_burn
test_23709,haze primary road cultivation slash_burn
test_23710,haze habitation road cultivation slash_burn conventional_mine
test_23711,haze primary habitation road cultivation slash_burn conventional_mine
test_23712,haze primary habitation road cultivation slash_burn conventional_mine
test_23713,haze primary habitation road cultivation slash_burn conventional_mine
test_23714,haze primary road cultivation slash_burn
test_23715,haze primary habitation road cultivation slash_burn
test_23716,haze primary habitation road cultivation slash_burn conventional_mine
test_23717,haze primary habitation road cultivation slash_burn
test_23718,haze primary habitation road cultivation slash_burn
test_23719,haze primary habitation road cultivation slash_burn
test_23720,haze primary road cultivation slash_burn
test_23721,haze primary habitation road cultivation slash_burn
test_23722,haze primary habitation road cultivation slash_burn
test_23723,haze primary habitation road cultivation slash_burn conventional_mine
test_23724,haze primary habitation road cultivation slash_burn conventional_mine
test_23725,haze primary habitation road cultivation slash_burn conventional_mine
test_23726,haze primary habitation road cultivation slash_burn
test_23727,haze primary habitation road cultivation slash_burn
test_23728,haze primary habitation road cultivation slash_burn
test_23729,haze primary habitation road cultivation slash_burn
test_23730,haze primary habitation cultivation slash_burn
test_23731,haze primary road cultivation slash_burn
test_23732,haze primary habitation road cultivation slash_burn
test_23733,haze primary habitation road cultivation slash_burn conventional_mine
test_23734,haze primary habitation road cultivation slash_burn
test_23735,haze primary habitation road cultivation slash_burn conventional_mine
test_23736,haze primary habitation road cultivation slash_burn conventional_mine
test_23737,haze primary habitation road cultivation slash_burn conventional_mine
test_23738,haze primary habitation road cultivation slash_burn
test_23739,haze primary cultivation slash_burn conventional_mine
test_23740,haze primary habitation road cultivation slash_burn conventional_mine
test_23741,haze primary habitation road cultivation slash_burn
test_23742,haze primary habitation road cultivation slash_burn conventional_mine
test_23743,haze primary habitation road cultivation slash_burn
test_23744,haze primary habitation road cultivation slash_burn conventional_mine
test_23745,haze primary road cultivation slash_burn
test_23746,haze primary habitation road cultivation slash_burn
test_23747,haze primary habitation road cultivation slash_burn conventional_mine
test_23748,haze primary habitation road cultivation slash_burn selective_logging
test_23749,haze primary road cultivation slash_burn
test_23750,haze primary habitation road cultivation slash_burn
test_23751,haze primary habitation road cultivation slash_burn
test_23752,haze primary habitation road cultivation slash_burn conventional_mine
test_23753,haze primary habitation road cultivation slash_burn
test_23754,haze primary habitation road cultivation slash_burn
test_23755,haze primary habitation road cultivation slash_burn
test_23756,haze primary habitation road cultivation slash_burn
test_23757,haze primary habitation road cultivation slash_burn
test_23758,haze primary habitation road cultivation slash_burn
test_23759,haze primary habitation road cultivation slash_burn
test_23760,haze primary habitation road cultivation slash_burn
test_23761,haze primary habitation road cultivation slash_burn
test_23762,haze primary habitation road cultivation slash_burn
test_23763,haze primary habitation road cultivation slash_burn
test_23764,haze primary habitation road cultivation slash_burn
test_23765,haze primary road cultivation slash_burn
test_23766,haze primary habitation road cultivation slash_burn
test_23767,haze primary habitation road cultivation slash_burn
test_23768,haze habitation road cultivation slash_burn conventional_mine
